[19:13:55] 日志目录：F:\k230gc\pidtest\host\logs\20260707_191355
[19:38:22] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.042,FFMAX,5.0,ILIM,13.0,LISCALE,0.22
[19:38:29] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.320,KD,0.000,SCORE,194.040
[19:38:30] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.042,FFMAX,5.0,ILIM,13.0,LISCALE,0.22,SCORE,418.254
[19:38:30] TUNE,FOLLOW,FINAL,COUNT,2,REPEATS,2
[19:38:30] TUNE,X,RECENTER
[19:38:30] TUNE,X,RECENTERED,ERROR,3
[19:38:30] TUNE,X,FOLLOW_TEST,KP,0.140,KI,0.335,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.042,FFMAX,5.0,ILIM,13.0,LISCALE,0.22
[19:38:37] TUNE,X,RESULT,MODE,FOLLOW,KP,0.140,KI,0.335,KD,0.003,SCORE,288.242
[19:38:37] TUNE,Y,RECENTER
[19:38:38] TUNE,Y,RECENTERED,ERROR,0
[19:38:38] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.042,FFMAX,5.0,ILIM,13.0,LISCALE,0.22
[19:38:45] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.320,KD,0.000,SCORE,221.748
[19:38:45] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.042,FFMAX,5.0,ILIM,13.0,LISCALE,0.22,SCORE,480.176
[19:38:45] TUNE,X,RECENTER
[19:38:45] TUNE,X,RECENTERED,ERROR,1
[19:38:45] TUNE,X,FOLLOW_TEST,KP,0.140,KI,0.335,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.030,FFMAX,4.0,ILIM,11.0,LISCALE,0.14
[19:38:53] TUNE,X,RESULT,MODE,FOLLOW,KP,0.140,KI,0.335,KD,0.003,SCORE,215.582
[19:38:53] TUNE,Y,RECENTER
[19:38:53] TUNE,Y,RECENTERED,ERROR,0
[19:38:53] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.030,FFMAX,4.0,ILIM,11.0,LISCALE,0.14
[19:39:01] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.320,KD,0.000,SCORE,220.471
[19:39:01] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.030,FFMAX,4.0,ILIM,11.0,LISCALE,0.14,SCORE,432.215
[19:39:01] TUNE,FOLLOW,POLISH,COUNT,8
[19:39:01] TUNE,X,RECENTER
[19:39:01] TUNE,X,RECENTERED,ERROR,0
[19:39:01] TUNE,X,FOLLOW_TEST,KP,0.140,KI,0.335,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.028,FFMAX,4.0,ILIM,11.0,LISCALE,0.14
[19:39:09] TUNE,X,RESULT,MODE,FOLLOW,KP,0.140,KI,0.335,KD,0.003,SCORE,246.389
[19:39:09] TUNE,Y,RECENTER
[19:39:09] TUNE,Y,RECENTERED,ERROR,1
[19:39:09] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.028,FFMAX,4.0,ILIM,11.0,LISCALE,0.14
[19:39:16] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.320,KD,0.000,SCORE,173.024
[19:39:17] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.028,FFMAX,4.0,ILIM,11.0,LISCALE,0.14,SCORE,419.413
[19:39:17] TUNE,X,RECENTER
[19:39:17] TUNE,X,RECENTERED,ERROR,-1
[19:39:17] TUNE,X,FOLLOW_TEST,KP,0.140,KI,0.335,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.032,FFMAX,4.0,ILIM,11.0,LISCALE,0.14
[19:39:25] TUNE,X,RESULT,MODE,FOLLOW,KP,0.140,KI,0.335,KD,0.003,SCORE,254.546
[19:39:25] TUNE,Y,RECENTER
[19:39:25] TUNE,Y,RECENTERED,ERROR,-3
[19:39:25] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.032,FFMAX,4.0,ILIM,11.0,LISCALE,0.14
[19:39:32] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.320,KD,0.000,SCORE,183.379
[19:39:33] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.032,FFMAX,4.0,ILIM,11.0,LISCALE,0.14,SCORE,437.925
[19:39:33] TUNE,X,RECENTER
[19:39:33] TUNE,X,RECENTERED,ERROR,-1
[19:39:33] TUNE,X,FOLLOW_TEST,KP,0.140,KI,0.335,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.029,FFMAX,4.0,ILIM,11.0,LISCALE,0.14
[19:39:40] TUNE,X,RESULT,MODE,FOLLOW,KP,0.140,KI,0.335,KD,0.003,SCORE,234.106
[19:39:41] TUNE,Y,RECENTER
[19:39:41] TUNE,Y,RECENTERED,ERROR,1
[19:39:41] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.029,FFMAX,4.0,ILIM,11.0,LISCALE,0.14
[19:39:48] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.320,KD,0.000,SCORE,198.655
[19:39:49] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.029,FFMAX,4.0,ILIM,11.0,LISCALE,0.14,SCORE,432.761
[19:39:49] TUNE,X,RECENTER
[19:39:49] TUNE,X,RECENTERED,ERROR,1
[19:39:49] TUNE,X,FOLLOW_TEST,KP,0.140,KI,0.335,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.031,FFMAX,4.0,ILIM,11.0,LISCALE,0.14
[19:39:56] TUNE,X,RESULT,MODE,FOLLOW,KP,0.140,KI,0.335,KD,0.003,SCORE,210.126
[19:39:56] TUNE,Y,RECENTER
[19:39:57] TUNE,Y,RECENTERED,ERROR,3
[19:39:57] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.031,FFMAX,4.0,ILIM,11.0,LISCALE,0.14
[19:40:04] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.320,KD,0.000,SCORE,192.728
[19:40:04] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.031,FFMAX,4.0,ILIM,11.0,LISCALE,0.14,SCORE,402.853
[19:40:04] TUNE,X,RECENTER
[19:40:04] TUNE,X,RECENTERED,ERROR,3
[19:40:04] TUNE,X,FOLLOW_TEST,KP,0.140,KI,0.335,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.030,FFMAX,3.5,ILIM,11.0,LISCALE,0.14
[19:40:12] TUNE,X,RESULT,MODE,FOLLOW,KP,0.140,KI,0.335,KD,0.003,SCORE,223.975
[19:40:12] TUNE,Y,RECENTER
[19:40:12] TUNE,Y,RECENTERED,ERROR,0
[19:40:12] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.030,FFMAX,3.5,ILIM,11.0,LISCALE,0.14
[19:40:20] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.320,KD,0.000,SCORE,187.939
[19:40:20] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.030,FFMAX,3.5,ILIM,11.0,LISCALE,0.14,SCORE,411.914
[19:40:20] TUNE,X,RECENTER
[19:40:20] TUNE,X,RECENTERED,ERROR,2
[19:40:20] TUNE,X,FOLLOW_TEST,KP,0.140,KI,0.335,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.030,FFMAX,4.5,ILIM,11.0,LISCALE,0.14
[19:40:28] TUNE,X,RESULT,MODE,FOLLOW,KP,0.140,KI,0.335,KD,0.003,SCORE,240.054
[19:40:28] TUNE,Y,RECENTER
[19:40:28] TUNE,Y,RECENTERED,ERROR,-2
[19:40:28] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.030,FFMAX,4.5,ILIM,11.0,LISCALE,0.14
[19:40:35] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.320,KD,0.000,SCORE,213.068
[19:40:36] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.030,FFMAX,4.5,ILIM,11.0,LISCALE,0.14,SCORE,453.122
[19:40:36] TUNE,X,RECENTER
[19:40:36] TUNE,X,RECENTERED,ERROR,3
[19:40:36] TUNE,X,FOLLOW_TEST,KP,0.140,KI,0.335,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.030,FFMAX,4.0,ILIM,10.0,LISCALE,0.14
[19:40:43] TUNE,X,RESULT,MODE,FOLLOW,KP,0.140,KI,0.335,KD,0.003,SCORE,224.023
[19:40:44] TUNE,Y,RECENTER
[19:40:44] TUNE,Y,RECENTERED,ERROR,2
[19:40:44] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.030,FFMAX,4.0,ILIM,10.0,LISCALE,0.14
[19:40:51] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.320,KD,0.000,SCORE,187.447
[19:40:51] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.030,FFMAX,4.0,ILIM,10.0,LISCALE,0.14,SCORE,411.470
[19:40:51] TUNE,X,RECENTER
[19:40:52] TUNE,X,RECENTERED,ERROR,1
[19:40:52] TUNE,X,FOLLOW_TEST,KP,0.140,KI,0.335,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.030,FFMAX,4.0,ILIM,12.0,LISCALE,0.14
[19:40:59] TUNE,X,RESULT,MODE,FOLLOW,KP,0.140,KI,0.335,KD,0.003,SCORE,244.752
[19:40:59] TUNE,Y,RECENTER
[19:40:59] TUNE,Y,RECENTERED,ERROR,-2
[19:40:59] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.030,FFMAX,4.0,ILIM,12.0,LISCALE,0.14
[19:41:07] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.320,KD,0.000,SCORE,177.306
[19:41:07] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.030,FFMAX,4.0,ILIM,12.0,LISCALE,0.14,SCORE,422.059
[19:41:07] TUNE,FOLLOW,POLISH_FINAL,COUNT,3,REPEATS,2
[19:41:07] TUNE,X,RECENTER
[19:41:07] TUNE,X,RECENTERED,ERROR,-1
[19:41:07] TUNE,X,FOLLOW_TEST,KP,0.140,KI,0.335,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.031,FFMAX,4.0,ILIM,11.0,LISCALE,0.14
[19:41:15] TUNE,X,RESULT,MODE,FOLLOW,KP,0.140,KI,0.335,KD,0.003,SCORE,226.616
[19:41:15] TUNE,Y,RECENTER
[19:41:15] TUNE,Y,RECENTERED,ERROR,2
[19:41:15] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.031,FFMAX,4.0,ILIM,11.0,LISCALE,0.14
[19:41:23] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.320,KD,0.000,SCORE,219.616
[19:41:23] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.031,FFMAX,4.0,ILIM,11.0,LISCALE,0.14,SCORE,432.134
[19:41:23] TUNE,X,RECENTER
[19:41:23] TUNE,X,RECENTERED,ERROR,3
[19:41:23] TUNE,X,FOLLOW_TEST,KP,0.140,KI,0.335,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.030,FFMAX,4.0,ILIM,10.0,LISCALE,0.14
[19:41:30] TUNE,X,RESULT,MODE,FOLLOW,KP,0.140,KI,0.335,KD,0.003,SCORE,243.760
[19:41:31] TUNE,Y,RECENTER
[19:41:31] TUNE,Y,RECENTERED,ERROR,2
[19:41:31] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.030,FFMAX,4.0,ILIM,10.0,LISCALE,0.14
[19:41:40] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.320,KD,0.000,SCORE,181.929
[19:41:40] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.030,FFMAX,4.0,ILIM,10.0,LISCALE,0.14,SCORE,421.067
[19:41:40] TUNE,X,RECENTER
[19:41:41] TUNE,X,RECENTERED,ERROR,2
[19:41:41] TUNE,X,FOLLOW_TEST,KP,0.140,KI,0.335,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.030,FFMAX,3.5,ILIM,11.0,LISCALE,0.14
[19:41:48] TUNE,X,RESULT,MODE,FOLLOW,KP,0.140,KI,0.335,KD,0.003,SCORE,240.504
[19:41:48] TUNE,Y,RECENTER
[19:41:49] TUNE,Y,RECENTERED,ERROR,-1
[19:41:49] TUNE,Y,FOLLOW_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.030,FFMAX,3.5,ILIM,11.0,LISCALE,0.14
[19:41:56] TUNE,Y,RESULT,MODE,FOLLOW,KP,0.100,KI,0.320,KD,0.000,SCORE,204.067
[19:41:56] TUNE,FOLLOW,RESULT,MODE,FOLLOW,KP,0.000,KI,0.000,KD,0.000,FFG,0.030,FFMAX,3.5,ILIM,11.0,LISCALE,0.14,SCORE,433.958
[19:41:56] TUNE,FOLLOW,COMPLETE,FFG,0.030,FFMAX,4.0,ILIM,10.0,LISCALE,0.14,SCORE,421.067,TESTS,2
[19:41:57] TUNE,X,RECENTER
[19:41:57] TUNE,X,RECENTERED,ERROR,3
[19:41:57] TUNE,X,VERIFY_TEST,KP,0.140,KI,0.335,KD,0.003,STEP,60.0,MAXRPM,12.0,FFG,0.030,FFMAX,4.0,ILIM,10.0,LISCALE,0.14
[19:42:04] TUNE,X,RESULT,MODE,VERIFY,KP,0.140,KI,0.335,KD,0.003,SCORE,217.105
[19:42:05] TUNE,Y,RECENTER
[19:42:05] TUNE,Y,RECENTERED,ERROR,2
[19:42:05] TUNE,Y,VERIFY_TEST,KP,0.100,KI,0.320,KD,0.000,STEP,36.0,MAXRPM,8.0,FFG,0.030,FFMAX,4.0,ILIM,10.0,LISCALE,0.14
[19:42:12] TUNE,Y,RESULT,MODE,VERIFY,KP,0.100,KI,0.320,KD,0.000,SCORE,218.930
[19:42:13] TUNE,XY,FINAL_RECENTER
[19:42:13] TUNE,XY,RECENTERED,XERR,-1,YERR,-2
[19:42:13] OK,TRACK_ON
[19:42:13] AUTOTUNE_COMPLETE,XKP,0.140,XKI,0.335,XKD,0.003,XPOL,1,XSCORE,217.105,YKP,0.100,YKI,0.320,YKD,0.000,YPOL,1,YSCORE,218.930,FFG,0.030,FFMAX,4.0,ILIM,10.0,LISCALE,0.14,FSCORE,421.067
[19:42:13] 最佳参数已保存：F:\k230gc\pidtest\host\logs\20260707_191355\best_params.json
[19:42:13] 旧冠军使用旧评分体系；本轮已建立首个完整PID冠军
[19:43:27] ERR,INVALID_COMMAND
[19:45:46] TX > TRACK OFF
[19:45:46] OK,TRACK_OFF
[19:45:49] TX > STOP
[19:45:49] OK,STOP
[19:45:49] TX > STOP
[19:45:49] OK,STOP
