[12:59:02] 日志目录：F:\k230gc\pidtest\host\logs\20260707_125902
[13:24:11] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:11] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:11] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:11] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:12] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:12] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:12] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:12] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:12] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:13] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:13] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:13] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:13] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:13] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:14] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:14] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:14] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:14] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:14] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:15] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:15] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:15] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:15] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:15] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:16] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:16] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:16] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:16] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:16] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:17] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:17] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:17] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:17] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:17] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:18] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:18] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:18] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:18] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:18] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:19] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:19] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:19] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:19] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:19] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:20] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:20] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:20] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:20] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:20] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:21] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:21] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:21] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:21] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:21] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:22] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:22] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:22] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:22] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:22] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:23] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:23] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:23] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:23] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:23] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:24] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:24] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:24] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:24] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:24] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:25] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:25] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:25] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:25] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:25] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:26] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:26] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:26] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:26] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:26] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:27] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:27] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:27] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:27] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:27] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:28] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:28] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
[13:24:28] SERIAL_ERROR,ClearCommError failed (PermissionError(13, '拒绝访问。', None, 5))
